orderid,userid,restaurantid,ordertype,deliveryaddress,deliverytime,deliverypersonid,notes,totalamount,orderdate
89,756,498,Konzumacija u restoranu,923 Straubel Parkway,2023-11-04 04:08:15,368,,140.00,2023-11-04 01:08:15
90,2,248,Dostava,3520 Gale Pass,2022-12-12 10:09:10,505,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,112.00,2022-12-12 08:09:10
91,439,37,Konzumacija u restoranu,510 Hallows Plaza,2022-12-20 00:18:16,637,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",15.00,2022-12-19 21:18:16
92,476,309,Dostava,1686 Little Fleur Court,2024-02-28 11:16:39,144,,54.00,2024-02-28 10:16:39
93,554,411,Dostava,01 Hoard Road,2024-02-28 06:47:14,57,,234.00,2024-02-28 05:47:14
94,53,38,Dostava,6163 Buena Vista Drive,2023-10-17 20:25:54,604,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",190.00,2023-10-17 17:25:54
95,649,55,Konzumacija u restoranu,7912 Bonner Drive,2023-02-22 03:07:27,32,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,195.00,2023-02-22 00:07:27
96,391,169,Dostava,94 Rowland Junction,2024-02-29 19:46:19,754,,48.00,2024-02-29 18:46:19
97,301,30,Konzumacija u restoranu,0430 Northland Place,2024-02-10 20:15:26,930,Fusce consequat. Nulla nisl. Nunc nisl.,17.00,2024-02-10 19:15:26
98,316,47,Dostava,5 Maywood Hill,2023-02-12 21:52:23,303,,94.00,2023-02-12 18:52:23
99,373,431,Konzumacija u restoranu,0332 Anniversary Alley,2024-07-12 11:01:43,178,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,95.00,2024-07-12 08:01:43
100,253,249,Dostava,27082 Prairie Rose Trail,2022-10-22 16:40:58,264,,33.00,2022-10-22 14:40:58
101,814,197,Dostava,5 Drewry Plaza,2023-09-19 11:31:00,273,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,176.00,2023-09-19 08:31:00
102,373,420,Dostava,3402 Knutson Lane,2023-11-17 03:27:54,524,,240.00,2023-11-17 00:27:54
103,391,461,Dostava,329 Maple Wood Trail,2024-11-26 09:29:45,279,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,216.00,2024-11-26 06:29:45
104,397,26,Konzumacija u restoranu,29780 Red Cloud Plaza,2024-01-13 17:12:56,716,,110.00,2024-01-13 16:12:56
105,301,70,Konzumacija u restoranu,5 Hollow Ridge Parkway,2023-10-11 15:38:14,344,,50.00,2023-10-11 14:38:14
106,227,440,Dostava,157 Fisk Place,2023-09-02 21:24:13,972,,224.00,2023-09-02 19:24:13
107,552,22,Dostava,1 Parkside Circle,2024-01-12 18:20:02,56,,44.00,2024-01-12 16:20:02
108,932,86,Dostava,6 Nelson Hill,2023-07-30 09:41:28,981,,200.00,2023-07-30 08:41:28
109,364,201,Konzumacija u restoranu,2 Paget Center,2024-05-05 02:39:52,845,,96.00,2024-05-05 01:39:52
110,817,191,Konzumacija u restoranu,292 Grim Road,2023-12-10 20:01:16,928,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",92.00,2023-12-10 19:01:16
111,575,33,Dostava,08248 Hallows Hill,2022-11-30 06:06:47,350,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,49.00,2022-11-30 04:06:47
112,111,345,Dostava,0962 North Avenue,2024-11-07 00:29:24,81,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,108.00,2024-11-06 21:29:24
113,702,497,Dostava,91 Erie Center,2023-02-13 07:13:48,945,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,88.00,2023-02-13 04:13:48
114,93,56,Konzumacija u restoranu,688 Blackbird Court,2024-02-12 02:57:33,812,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,320.00,2024-02-12 01:57:33
115,745,28,Dostava,7 Glacier Hill Crossing,2023-07-17 01:36:06,780,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",46.00,2023-07-16 23:36:06
116,201,147,Konzumacija u restoranu,650 Drewry Place,2023-07-29 04:12:05,820,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",108.00,2023-07-29 03:12:05
117,243,492,Dostava,2 Corben Court,2023-11-16 01:52:12,574,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,45.00,2023-11-16 00:52:12
118,165,471,Konzumacija u restoranu,9 Union Alley,2023-07-15 18:47:10,65,,310.00,2023-07-15 15:47:10
119,284,371,Konzumacija u restoranu,941 Monterey Drive,2023-11-22 19:51:31,945,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",190.00,2023-11-22 16:51:31
120,329,175,Dostava,4400 Annamark Way,2023-08-05 06:37:10,809,,147.00,2023-08-05 04:37:10
121,591,48,Konzumacija u restoranu,7280 3rd Junction,2024-06-10 11:35:33,815,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",234.00,2024-06-10 08:35:33
122,220,458,Dostava,4 Nancy Way,2023-04-22 05:48:11,553,,30.00,2023-04-22 03:48:11
123,86,369,Dostava,426 Hansons Avenue,2023-03-01 19:13:00,956,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",8.00,2023-03-01 16:13:00
124,11,318,Konzumacija u restoranu,597 Drewry Drive,2024-06-25 02:23:22,621,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,92.00,2024-06-25 00:23:22
125,160,124,Konzumacija u restoranu,99434 Wayridge Parkway,2024-01-14 22:17:25,10,,87.00,2024-01-14 19:17:25
126,790,311,Konzumacija u restoranu,16052 Truax Circle,2024-06-21 19:08:08,941,,230.00,2024-06-21 17:08:08
127,416,423,Konzumacija u restoranu,780 Johnson Parkway,2024-08-27 02:01:34,813,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",90.00,2024-08-26 23:01:34
128,592,54,Konzumacija u restoranu,3335 Banding Lane,2023-12-04 16:42:40,650,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",90.00,2023-12-04 15:42:40
129,255,485,Dostava,476 Crownhardt Court,2024-02-13 18:33:36,184,,126.00,2024-02-13 15:33:36
130,274,15,Dostava,2 Moland Pass,2023-10-28 13:59:46,716,,54.00,2023-10-28 10:59:46
131,954,112,Konzumacija u restoranu,84 Rusk Parkway,2023-01-26 05:56:44,983,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,216.00,2023-01-26 04:56:44
132,109,489,Dostava,157 Hagan Hill,2023-04-25 02:16:19,731,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,264.00,2023-04-25 01:16:19
133,933,442,Dostava,828 Pierstorff Street,2024-08-17 18:50:06,812,,96.00,2024-08-17 16:50:06
134,96,86,Konzumacija u restoranu,99 Hoffman Crossing,2023-11-25 05:24:12,510,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,156.00,2023-11-25 04:24:12
135,292,220,Dostava,48639 Grover Drive,2024-08-06 04:55:28,178,,294.00,2024-08-06 02:55:28
136,420,141,Konzumacija u restoranu,397 Westerfield Plaza,2023-08-22 19:37:22,127,,234.00,2023-08-22 18:37:22
137,533,93,Dostava,2 Coleman Park,2024-09-01 21:24:38,177,,57.00,2024-09-01 20:24:38
138,25,227,Konzumacija u restoranu,884 Tennessee Terrace,2023-09-07 02:24:23,111,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,54.00,2023-09-07 00:24:23
139,731,33,Dostava,074 Jana Lane,2024-02-14 13:16:37,930,Fusce consequat. Nulla nisl. Nunc nisl.,72.00,2024-02-14 10:16:37
140,500,315,Dostava,1 Milwaukee Circle,2024-11-30 00:01:05,487,,50.00,2024-11-29 22:01:05
141,567,430,Dostava,04 Meadow Valley Crossing,2023-06-20 17:11:30,450,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,7.00,2023-06-20 14:11:30
142,508,129,Konzumacija u restoranu,2 Valley Edge Plaza,2024-07-22 14:47:07,837,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",152.00,2024-07-22 12:47:07
143,491,417,Konzumacija u restoranu,12325 Quincy Lane,2023-11-13 07:05:43,363,,78.00,2023-11-13 05:05:43
144,673,52,Dostava,09695 Village Junction,2023-04-08 16:02:54,218,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,126.00,2023-04-08 15:02:54
145,443,135,Dostava,8 Oakridge Pass,2022-10-06 05:44:04,677,,210.00,2022-10-06 02:44:04
146,436,46,Dostava,99 Steensland Circle,2024-11-19 15:40:57,748,,13.00,2024-11-19 13:40:57
147,555,482,Konzumacija u restoranu,77926 Northwestern Street,2023-03-18 22:53:06,144,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",36.00,2023-03-18 21:53:06
148,567,113,Dostava,53153 Namekagon Place,2023-10-14 11:01:28,890,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,84.00,2023-10-14 08:01:28
149,593,207,Dostava,11234 Bonner Alley,2023-03-28 21:32:07,223,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",86.00,2023-03-28 20:32:07
150,962,450,Konzumacija u restoranu,58 Packers Place,2024-10-07 11:11:16,500,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",39.00,2024-10-07 08:11:16
151,204,205,Konzumacija u restoranu,2618 Cambridge Center,2023-10-19 04:05:20,615,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",150.00,2023-10-19 01:05:20
152,921,253,Dostava,16 Gina Crossing,2023-10-08 05:03:14,242,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",98.00,2023-10-08 02:03:14
153,68,322,Konzumacija u restoranu,33 Forest Circle,2022-12-08 02:13:57,536,,74.00,2022-12-08 01:13:57
154,933,82,Konzumacija u restoranu,02 Havey Plaza,2024-03-04 07:42:19,312,,500.00,2024-03-04 04:42:19
155,737,269,Konzumacija u restoranu,9477 Surrey Circle,2023-05-06 10:39:47,782,,198.00,2023-05-06 09:39:47
156,332,184,Konzumacija u restoranu,118 Pond Park,2022-09-23 07:23:48,982,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",204.00,2022-09-23 04:23:48
157,845,166,Dostava,1 Crowley Park,2022-11-16 23:28:44,982,,120.00,2022-11-16 22:28:44
158,222,240,Dostava,6699 Hallows Way,2023-02-01 05:53:45,691,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,116.00,2023-02-01 03:53:45
159,421,130,Dostava,45042 Eastlawn Road,2023-12-21 19:01:09,620,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",310.00,2023-12-21 16:01:09
160,697,189,Konzumacija u restoranu,92742 Johnson Avenue,2024-08-30 22:01:26,57,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,280.00,2024-08-30 20:01:26
161,6,186,Dostava,95 Debra Road,2022-12-30 06:07:09,86,,33.00,2022-12-30 03:07:09
162,541,168,Konzumacija u restoranu,78 Main Drive,2024-04-27 09:32:32,303,,15.00,2024-04-27 07:32:32
164,529,179,Konzumacija u restoranu,60584 Emmet Trail,2022-10-17 12:04:48,335,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,470.00,2022-10-17 11:04:48
165,724,330,Dostava,1926 Del Sol Park,2024-08-02 19:23:16,722,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",54.00,2024-08-02 18:23:16
166,440,256,Dostava,61177 Ronald Regan Street,2024-03-01 09:39:05,921,,460.00,2024-03-01 07:39:05
167,670,312,Dostava,56340 Continental Circle,2024-10-03 11:49:31,868,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,182.00,2024-10-03 08:49:31
168,879,319,Dostava,2105 Gateway Pass,2023-02-28 19:42:06,63,,100.00,2023-02-28 18:42:06
169,345,340,Konzumacija u restoranu,69 Farwell Junction,2023-05-14 23:24:28,658,,57.00,2023-05-14 22:24:28
170,377,500,Dostava,5 Commercial Park,2024-04-09 14:15:40,1,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",207.00,2024-04-09 11:15:40
171,430,386,Konzumacija u restoranu,46 Fairfield Terrace,2022-12-01 22:26:22,446,,16.00,2022-12-01 20:26:22
172,137,179,Dostava,74878 Muir Circle,2024-08-05 09:48:39,513,,64.00,2024-08-05 06:48:39
173,654,236,Konzumacija u restoranu,890 Carioca Road,2024-03-03 00:15:37,815,,26.00,2024-03-02 21:15:37
174,646,416,Konzumacija u restoranu,52709 Hanson Avenue,2022-09-02 03:20:48,513,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",132.00,2022-09-02 02:20:48
175,930,407,Dostava,33395 7th Center,2024-07-15 04:52:09,173,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",152.00,2024-07-15 03:52:09
176,397,462,Dostava,593 Gerald Alley,2024-03-29 00:37:27,115,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,180.00,2024-03-28 23:37:27
177,963,292,Konzumacija u restoranu,8498 Brickson Park Junction,2023-09-08 20:36:33,921,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,390.00,2023-09-08 19:36:33
178,518,209,Dostava,02140 Steensland Drive,2024-06-04 19:54:51,943,,392.00,2024-06-04 18:54:51
179,482,362,Konzumacija u restoranu,17 Dovetail Parkway,2022-12-30 13:04:40,326,,200.00,2022-12-30 12:04:40
180,294,495,Dostava,4 Toban Terrace,2024-01-19 06:37:17,538,,22.00,2024-01-19 03:37:17
181,147,176,Konzumacija u restoranu,6592 Pankratz Place,2023-12-12 20:22:07,731,,68.00,2023-12-12 19:22:07
182,893,148,Konzumacija u restoranu,88748 Jay Plaza,2023-03-01 01:47:00,73,,329.00,2023-02-28 23:47:00
183,702,49,Konzumacija u restoranu,8901 Dapin Trail,2024-01-15 09:23:51,352,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,296.00,2024-01-15 08:23:51
184,897,243,Konzumacija u restoranu,15017 Moulton Pass,2024-03-31 04:42:40,570,,480.00,2024-03-31 01:42:40
185,334,292,Konzumacija u restoranu,78766 Garrison Center,2024-07-07 08:28:01,666,,74.00,2024-07-07 07:28:01
186,546,11,Dostava,51957 Parkside Road,2023-03-16 07:09:55,20,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",35.00,2023-03-16 06:09:55
187,897,134,Dostava,59 Shelley Place,2022-12-30 15:37:47,897,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",130.00,2022-12-30 13:37:47
188,262,276,Konzumacija u restoranu,6 7th Plaza,2022-12-02 21:57:16,529,,174.00,2022-12-02 20:57:16
189,198,130,Konzumacija u restoranu,47940 Annamark Way,2024-02-18 03:21:36,7,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",63.00,2024-02-18 02:21:36
190,981,48,Dostava,7947 Derek Park,2024-03-04 02:01:52,996,,90.00,2024-03-03 23:01:52
191,725,377,Konzumacija u restoranu,49139 Fallview Lane,2023-11-16 04:58:38,111,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",432.00,2023-11-16 03:58:38
192,136,39,Dostava,937 Bultman Place,2024-08-26 20:15:02,676,,39.00,2024-08-26 17:15:02
193,918,334,Konzumacija u restoranu,31571 Bowman Crossing,2023-08-22 09:56:57,505,,126.00,2023-08-22 07:56:57
194,507,275,Dostava,5 Garrison Place,2024-04-07 15:09:37,326,,132.00,2024-04-07 13:09:37
195,500,76,Konzumacija u restoranu,13260 Corben Junction,2024-11-05 06:48:47,326,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,15.00,2024-11-05 03:48:47
196,254,16,Konzumacija u restoranu,56 Lakeland Pass,2023-10-14 17:18:57,557,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,196.00,2023-10-14 14:18:57
197,805,312,Konzumacija u restoranu,6846 Pine View Hill,2023-03-04 17:01:26,837,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,60.00,2023-03-04 15:01:26
198,930,361,Konzumacija u restoranu,0 Butterfield Crossing,2022-12-17 07:44:47,992,,27.00,2022-12-17 05:44:47
199,190,121,Konzumacija u restoranu,3 Sutteridge Junction,2024-11-04 13:00:24,926,,66.00,2024-11-04 12:00:24
200,589,134,Konzumacija u restoranu,51368 Novick Park,2023-08-18 08:03:26,985,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",306.00,2023-08-18 07:03:26
201,220,119,Dostava,4 Ramsey Plaza,2023-06-20 00:54:14,894,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",8.00,2023-06-19 21:54:14
202,308,96,Konzumacija u restoranu,167 Sherman Junction,2024-02-25 14:23:17,451,,170.00,2024-02-25 12:23:17
203,647,173,Konzumacija u restoranu,272 Green Ridge Place,2023-09-25 03:29:15,946,,80.00,2023-09-25 00:29:15
204,53,85,Dostava,21392 Northport Plaza,2022-10-04 09:59:49,307,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",64.00,2022-10-04 06:59:49
205,569,309,Dostava,37651 American Park,2023-09-21 00:16:35,89,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,230.00,2023-09-20 21:16:35
206,872,27,Konzumacija u restoranu,6 Forest Road,2023-01-23 21:02:29,846,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",195.00,2023-01-23 19:02:29
207,396,113,Dostava,5 Basil Terrace,2022-09-09 11:31:13,705,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",92.00,2022-09-09 08:31:13
208,336,211,Dostava,44 Carioca Trail,2023-07-01 04:47:23,884,,20.00,2023-07-01 01:47:23
209,302,162,Konzumacija u restoranu,4 Banding Point,2023-02-26 05:07:32,13,,72.00,2023-02-26 03:07:32
210,343,53,Konzumacija u restoranu,18 Birchwood Plaza,2023-12-28 16:28:32,483,,92.00,2023-12-28 13:28:32
211,352,175,Dostava,15 Reindahl Junction,2024-10-26 21:48:13,800,,430.00,2024-10-26 18:48:13
212,814,268,Konzumacija u restoranu,730 Delaware Street,2024-01-15 18:21:37,57,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,144.00,2024-01-15 15:21:37
213,222,183,Konzumacija u restoranu,052 Tomscot Park,2023-02-06 05:38:40,897,,336.00,2023-02-06 03:38:40
214,412,216,Konzumacija u restoranu,52 Kings Parkway,2024-09-18 05:05:46,417,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",116.00,2024-09-18 02:05:46
215,921,326,Konzumacija u restoranu,55933 Forest Dale Court,2023-04-13 03:43:37,410,,500.00,2023-04-13 01:43:37
216,86,74,Konzumacija u restoranu,073 Meadow Vale Pass,2024-05-06 05:23:50,683,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",84.00,2024-05-06 02:23:50
217,592,331,Konzumacija u restoranu,84346 Spenser Center,2024-04-08 10:39:28,312,,333.00,2024-04-08 09:39:28
218,852,298,Konzumacija u restoranu,2630 Corscot Avenue,2023-09-25 04:15:21,40,,330.00,2023-09-25 03:15:21
219,757,313,Konzumacija u restoranu,51 Glendale Plaza,2023-03-31 04:50:21,524,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,30.00,2023-03-31 01:50:21
220,511,109,Konzumacija u restoranu,31 Tennyson Drive,2022-11-08 05:09:56,144,,27.00,2022-11-08 02:09:56
221,377,291,Konzumacija u restoranu,6 Kings Pass,2023-04-22 01:20:11,813,,44.00,2023-04-21 22:20:11
222,950,93,Dostava,7254 Becker Place,2023-01-23 23:30:09,67,,203.00,2023-01-23 20:30:09
223,113,409,Dostava,8479 Caliangt Court,2023-12-18 04:34:39,776,,420.00,2023-12-18 01:34:39
320,601,200,Konzumacija u restoranu,4 Burrows Road,2024-10-05 20:33:23,370,,72.00,2024-10-05 19:33:23
224,717,460,Konzumacija u restoranu,66095 Mifflin Avenue,2022-09-11 06:59:16,785,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",45.00,2022-09-11 03:59:16
225,368,378,Konzumacija u restoranu,4 Golf Course Crossing,2023-03-29 02:49:21,417,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",258.00,2023-03-29 00:49:21
226,245,330,Konzumacija u restoranu,75 Schurz Lane,2023-03-19 23:03:12,614,,120.00,2023-03-19 22:03:12
227,908,232,Dostava,5156 Nobel Plaza,2024-08-20 23:31:05,926,,204.00,2024-08-20 22:31:05
228,580,219,Konzumacija u restoranu,1515 Butterfield Point,2023-06-25 18:12:49,218,,200.00,2023-06-25 15:12:49
229,947,446,Dostava,799 Judy Crossing,2024-11-07 10:50:20,709,,63.00,2024-11-07 09:50:20
230,398,341,Konzumacija u restoranu,3 Hagan Terrace,2023-04-04 01:40:23,620,,290.00,2023-04-03 23:40:23
231,797,478,Dostava,7992 Burning Wood Hill,2024-06-03 20:59:32,387,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,170.00,2024-06-03 19:59:32
232,731,6,Dostava,35292 Gulseth Alley,2023-04-14 09:12:31,927,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",380.00,2023-04-14 07:12:31
233,791,70,Konzumacija u restoranu,6413 Moose Terrace,2022-12-01 09:40:30,840,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",54.00,2022-12-01 07:40:30
234,737,39,Dostava,834 Del Sol Point,2023-10-23 07:47:33,215,,38.00,2023-10-23 05:47:33
235,980,292,Konzumacija u restoranu,10 Elgar Road,2023-02-24 02:53:19,983,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,42.00,2023-02-23 23:53:19
236,763,242,Konzumacija u restoranu,9 Pleasure Alley,2022-09-27 06:10:54,611,,333.00,2022-09-27 03:10:54
237,289,39,Dostava,8032 Scoville Court,2024-08-05 10:02:09,573,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,294.00,2024-08-05 07:02:09
238,925,55,Dostava,51989 Hudson Crossing,2024-02-20 05:50:49,38,,196.00,2024-02-20 04:50:49
239,54,201,Dostava,2357 Fair Oaks Park,2024-05-06 18:29:47,819,,16.00,2024-05-06 15:29:47
240,541,315,Dostava,5 Sachtjen Drive,2024-01-17 04:45:17,525,,78.00,2024-01-17 03:45:17
241,577,208,Dostava,999 Huxley Trail,2024-03-14 22:46:50,766,,102.00,2024-03-14 21:46:50
242,773,178,Konzumacija u restoranu,7 Butternut Pass,2024-08-24 04:52:23,432,,232.00,2024-08-24 03:52:23
243,510,444,Dostava,11 Granby Circle,2024-09-01 22:28:27,650,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,16.00,2024-09-01 21:28:27
244,762,87,Dostava,92 Hazelcrest Parkway,2023-08-27 08:15:52,739,,189.00,2023-08-27 06:15:52
245,261,70,Dostava,3 Ridgeview Pass,2023-05-22 21:12:30,829,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",400.00,2023-05-22 19:12:30
246,988,466,Dostava,439 Hansons Street,2024-05-17 15:05:08,363,,470.00,2024-05-17 13:05:08
247,375,107,Dostava,1889 Mallard Place,2024-07-17 23:13:06,159,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,315.00,2024-07-17 22:13:06
